id|conexion|vel_conexion|TV
96398|FIBRA|600MB|tv-total
96399|FIBRA|50MB|tv-total
96401|FIBRA|300MB|tv-familiar
96402|ADSL|30MB|tv-futbol
96403|ADSL|30MB|tv-familiar
96404|FIBRA|200MB|tv-futbol
96405|ADSL|25MB|tv-familiar
96406|FIBRA|100MB|tv-futbol
96407|FIBRA|100MB|tv-total
96408|ADSL|15MB|tv-futbol
96409|FIBRA|300MB|tv-futbol
96410|FIBRA|600MB|tv-futbol
96411|FIBRA|100MB|tv-total
96412|ADSL|15MB|tv-futbol
96413|FIBRA|600MB|tv-familiar
96414|FIBRA|50MB|tv-futbol
96415|FIBRA|100MB|tv-familiar
96416|FIBRA|300MB|tv-familiar
96417|ADSL|25MB|tv-futbol
96418|FIBRA|100MB|tv-futbol
96419|FIBRA|600MB|tv-familiar
96420|FIBRA|600MB|tv-futbol
96421|ADSL|10MB|tv-futbol
96422|ADSL|25MB|tv-futbol
96423|FIBRA|200MB|tv-familiar
96424|ADSL|25MB|tv-futbol
96425|ADSL|10MB|tv-familiar
96426|ADSL|20MB|tv-futbol
96427|FIBRA|200MB|tv-familiar
96428|FIBRA|600MB|tv-futbol
96429|FIBRA|100MB|tv-futbol
96430|ADSL|15MB|tv-familiar
96431|ADSL|25MB|tv-total
96432|FIBRA|200MB|tv-futbol
96433|FIBRA|200MB|tv-total
96434|FIBRA|50MB|tv-futbol
96435|ADSL|20MB|tv-familiar
96436|ADSL|30MB|tv-familiar
96437|ADSL|25MB|tv-futbol
96438|FIBRA|200MB|tv-total
96439|ADSL|35MB|tv-futbol
96440|FIBRA|50MB|tv-futbol
96441|FIBRA|100MB|tv-futbol
96442|FIBRA|100MB|tv-familiar
96443|FIBRA|100MB|tv-familiar
96444|FIBRA|200MB|tv-familiar
96445|FIBRA|300MB|tv-familiar
96446|ADSL|10MB|tv-familiar
96447|ADSL|35MB|tv-futbol
96448|FIBRA|50MB|tv-futbol
96449|ADSL|30MB|tv-futbol
96450|FIBRA|50MB|tv-familiar
96451|FIBRA|300MB|tv-total
96452|FIBRA|200MB|tv-familiar
96453|ADSL|25MB|tv-futbol
96454|FIBRA|200MB|tv-futbol
96455|FIBRA|600MB|tv-total
96456|FIBRA|300MB|tv-familiar
96457|FIBRA|50MB|tv-total
96458|FIBRA|200MB|tv-futbol
96459|FIBRA|200MB|tv-familiar
96460|FIBRA|50MB|tv-futbol
96461|FIBRA|50MB|tv-futbol
96462|ADSL|10MB|tv-familiar
96463|FIBRA|100MB|tv-futbol
96464|FIBRA|300MB|tv-familiar
96465|FIBRA|50MB|tv-familiar
96466|ADSL|10MB|tv-futbol
96467|FIBRA|300MB|tv-futbol
96468|FIBRA|300MB|tv-futbol
96469|ADSL|25MB|tv-futbol
96470|ADSL|35MB|tv-familiar
96471|ADSL|25MB|tv-futbol
96472|FIBRA|100MB|tv-futbol
96473|ADSL|20MB|tv-futbol
96474|ADSL|20MB|tv-familiar
96475|FIBRA|200MB|tv-futbol
96476|ADSL|20MB|tv-futbol
96477|ADSL|30MB|tv-futbol
96478|FIBRA|300MB|tv-futbol
96479|ADSL|10MB|tv-familiar
96480|FIBRA|200MB|tv-futbol
96481|FIBRA|600MB|tv-familiar
96482|FIBRA|600MB|tv-familiar
96483|FIBRA|200MB|tv-total
96484|ADSL|10MB|tv-futbol
96485|ADSL|35MB|tv-futbol
96486|ADSL|35MB|tv-futbol
96487|FIBRA|50MB|tv-futbol
96488|ADSL|35MB|tv-total
96489|ADSL|35MB|tv-familiar
96490|FIBRA|600MB|tv-familiar
96491|ADSL|20MB|tv-familiar
96492|FIBRA|600MB|tv-futbol
96493|FIBRA|50MB|tv-futbol
96494|FIBRA|50MB|tv-familiar
96495|ADSL|20MB|tv-futbol
96496|FIBRA|300MB|tv-total
96497|ADSL|20MB|tv-futbol
96498|ADSL|35MB|tv-total
96499|FIBRA|600MB|tv-total
96500|FIBRA|50MB|tv-futbol
96501|ADSL|10MB|tv-futbol
96502|FIBRA|100MB|tv-total
96503|ADSL|25MB|tv-familiar
96504|FIBRA|300MB|tv-familiar
96505|ADSL|20MB|tv-familiar
96506|FIBRA|600MB|tv-futbol
96507|ADSL|30MB|tv-familiar
96508|ADSL|10MB|tv-familiar
96509|ADSL|30MB|tv-futbol
96510|ADSL|35MB|tv-familiar
96511|ADSL|10MB|tv-familiar
96512|ADSL|20MB|tv-total
96513|ADSL|35MB|tv-familiar
96514|ADSL|30MB|tv-familiar
96515|FIBRA|300MB|tv-familiar
96516|ADSL|20MB|tv-futbol
96518|FIBRA|300MB|tv-futbol
96520|FIBRA|100MB|tv-futbol
96521|ADSL|30MB|tv-familiar
96522|FIBRA|50MB|tv-familiar
96523|ADSL|20MB|tv-futbol
96524|ADSL|20MB|tv-familiar
96525|ADSL|35MB|tv-futbol
96526|FIBRA|50MB|tv-futbol
96527|ADSL|10MB|tv-futbol
96528|FIBRA|50MB|tv-familiar
96529|FIBRA|200MB|tv-futbol
96530|ADSL|10MB|tv-familiar
96531|ADSL|15MB|tv-familiar
96532|FIBRA|200MB|tv-futbol
96533|ADSL|25MB|tv-familiar
96535|ADSL|25MB|tv-futbol
96536|ADSL|20MB|tv-futbol
96537|ADSL|20MB|tv-futbol
96538|ADSL|15MB|tv-futbol
96539|ADSL|10MB|tv-futbol
96540|FIBRA|600MB|tv-total
96541|ADSL|35MB|tv-familiar
96542|ADSL|10MB|tv-familiar
96543|ADSL|25MB|tv-familiar
96544|FIBRA|200MB|tv-familiar
96545|ADSL|30MB|tv-futbol
96546|ADSL|35MB|tv-familiar
96547|ADSL|30MB|tv-futbol
96548|ADSL|25MB|tv-futbol
96549|ADSL|20MB|tv-familiar
96550|FIBRA|600MB|tv-futbol
96551|ADSL|25MB|tv-total
96552|FIBRA|300MB|tv-familiar
96553|ADSL|25MB|tv-familiar
96554|ADSL|25MB|tv-familiar
96555|FIBRA|300MB|tv-total
96556|FIBRA|600MB|tv-familiar
96557|ADSL|15MB|tv-futbol
96558|FIBRA|300MB|tv-futbol
96559|FIBRA|600MB|tv-total
96561|FIBRA|600MB|tv-familiar
96562|ADSL|35MB|tv-total
96563|ADSL|15MB|tv-futbol
96564|ADSL|20MB|tv-futbol
96565|FIBRA|600MB|tv-futbol
96566|FIBRA|100MB|tv-familiar
96567|FIBRA|600MB|tv-futbol
96568|FIBRA|50MB|tv-futbol
96569|FIBRA|100MB|tv-futbol
96570|FIBRA|200MB|tv-futbol
96571|FIBRA|300MB|tv-familiar
96572|FIBRA|300MB|tv-familiar
96573|ADSL|15MB|tv-futbol
96574|FIBRA|300MB|tv-familiar
96575|ADSL|25MB|tv-familiar
96576|ADSL|30MB|tv-futbol
96577|ADSL|35MB|tv-familiar
96578|ADSL|10MB|tv-futbol
96579|ADSL|25MB|tv-familiar
96580|ADSL|10MB|tv-futbol
96581|ADSL|10MB|tv-futbol
96583|ADSL|30MB|tv-familiar
96584|FIBRA|50MB|tv-futbol
96585|ADSL|35MB|tv-futbol
96586|ADSL|20MB|tv-futbol
96587|ADSL|15MB|tv-futbol
96588|FIBRA|50MB|tv-familiar
96589|ADSL|25MB|tv-total
96590|FIBRA|600MB|tv-familiar
96591|ADSL|25MB|tv-familiar
96592|ADSL|30MB|tv-total
96593|FIBRA|600MB|tv-futbol
96594|ADSL|30MB|tv-futbol
96595|ADSL|10MB|tv-futbol
96596|ADSL|35MB|tv-familiar
96597|FIBRA|200MB|tv-familiar
96598|ADSL|35MB|tv-futbol
96599|ADSL|10MB|tv-futbol
96600|FIBRA|100MB|tv-futbol
96601|ADSL|10MB|tv-total
96602|FIBRA|600MB|tv-total
96603|ADSL|30MB|tv-familiar
96604|ADSL|10MB|tv-futbol
96605|ADSL|10MB|tv-futbol
96606|FIBRA|50MB|tv-futbol
96607|FIBRA|100MB|tv-familiar
96608|FIBRA|100MB|tv-familiar
96609|ADSL|20MB|tv-futbol
96610|ADSL|30MB|tv-futbol
96611|ADSL|10MB|tv-familiar
96612|ADSL|35MB|tv-futbol
96613|ADSL|35MB|tv-total
96615|ADSL|35MB|tv-familiar
96616|ADSL|30MB|tv-familiar
96618|ADSL|35MB|tv-futbol
96619|ADSL|35MB|tv-familiar
96620|ADSL|30MB|tv-futbol
96621|ADSL|35MB|tv-total
96622|FIBRA|100MB|tv-futbol
96623|ADSL|30MB|tv-familiar
96624|FIBRA|200MB|tv-total
96625|ADSL|10MB|tv-familiar
96626|ADSL|15MB|tv-familiar
96627|ADSL|30MB|tv-futbol
96628|ADSL|10MB|tv-futbol
96629|FIBRA|600MB|tv-futbol
96631|ADSL|25MB|tv-familiar
96632|ADSL|30MB|tv-familiar
96633|FIBRA|300MB|tv-futbol
96634|ADSL|10MB|tv-familiar
96635|ADSL|30MB|tv-futbol
96636|FIBRA|600MB|tv-futbol
96637|ADSL|30MB|tv-familiar
96638|ADSL|15MB|tv-familiar
96639|ADSL|20MB|tv-familiar
96640|FIBRA|600MB|tv-familiar
96641|FIBRA|300MB|tv-futbol
96642|FIBRA|300MB|tv-futbol
96643|FIBRA|200MB|tv-total
96644|FIBRA|200MB|tv-futbol
96645|FIBRA|100MB|tv-familiar
96646|ADSL|10MB|tv-total
96647|ADSL|25MB|tv-futbol
96648|ADSL|15MB|tv-futbol
96650|FIBRA|600MB|tv-futbol
96651|ADSL|30MB|tv-futbol
96652|FIBRA|50MB|tv-total
96653|FIBRA|200MB|tv-futbol
96654|FIBRA|200MB|tv-futbol
96655|FIBRA|300MB|tv-futbol
96656|FIBRA|50MB|tv-familiar
96657|FIBRA|300MB|tv-familiar
96659|FIBRA|50MB|tv-familiar
96660|FIBRA|100MB|tv-futbol
96661|FIBRA|200MB|tv-total
96662|FIBRA|50MB|tv-familiar
96663|FIBRA|300MB|tv-familiar
96664|FIBRA|50MB|tv-futbol
96665|ADSL|20MB|tv-futbol
96666|ADSL|15MB|tv-familiar
96667|ADSL|25MB|tv-futbol
96668|ADSL|25MB|tv-futbol
96669|FIBRA|100MB|tv-futbol
96670|ADSL|20MB|tv-futbol
96671|FIBRA|600MB|tv-futbol
96672|ADSL|25MB|tv-futbol
96673|FIBRA|200MB|tv-futbol
96674|FIBRA|600MB|tv-futbol
96675|FIBRA|100MB|tv-futbol
96676|ADSL|25MB|tv-futbol
96677|ADSL|15MB|tv-futbol
96678|ADSL|35MB|tv-familiar
96679|ADSL|25MB|tv-futbol
96680|ADSL|25MB|tv-futbol
96681|FIBRA|100MB|tv-familiar
96682|ADSL|30MB|tv-familiar
96683|ADSL|20MB|tv-futbol
96684|FIBRA|50MB|tv-familiar
96685|FIBRA|100MB|tv-futbol
96686|FIBRA|300MB|tv-futbol
96687|ADSL|20MB|tv-familiar
96688|FIBRA|50MB|tv-familiar
96689|FIBRA|200MB|tv-familiar
96690|FIBRA|200MB|tv-familiar
96691|FIBRA|100MB|tv-familiar
96692|ADSL|35MB|tv-futbol
96693|FIBRA|50MB|tv-familiar
96694|FIBRA|200MB|tv-familiar
96695|FIBRA|100MB|tv-futbol
96697|ADSL|30MB|tv-futbol
96698|ADSL|10MB|tv-familiar
96699|FIBRA|200MB|tv-futbol
96700|ADSL|35MB|tv-futbol
96701|ADSL|20MB|tv-total
96702|FIBRA|50MB|tv-familiar
96703|FIBRA|100MB|tv-futbol
96704|FIBRA|50MB|tv-futbol
96705|ADSL|30MB|tv-futbol
96706|ADSL|15MB|tv-familiar
96707|FIBRA|50MB|tv-futbol
96708|FIBRA|600MB|tv-familiar
96709|ADSL|25MB|tv-total
96710|ADSL|30MB|tv-total
96711|ADSL|35MB|tv-futbol
96712|ADSL|35MB|tv-familiar
96713|ADSL|35MB|tv-futbol
96714|ADSL|30MB|tv-total
96715|ADSL|35MB|tv-familiar
96716|FIBRA|600MB|tv-futbol
96717|ADSL|25MB|tv-futbol
96718|FIBRA|200MB|tv-futbol
96719|FIBRA|200MB|tv-familiar
96720|ADSL|15MB|tv-familiar
96721|FIBRA|100MB|tv-futbol
96722|FIBRA|200MB|tv-familiar
96723|ADSL|35MB|tv-futbol
96724|ADSL|20MB|tv-familiar
96725|FIBRA|300MB|tv-futbol
96726|ADSL|30MB|tv-futbol
96727|ADSL|10MB|tv-familiar
96728|ADSL|15MB|tv-futbol
96729|FIBRA|600MB|tv-futbol
96730|ADSL|25MB|tv-familiar
96731|ADSL|30MB|tv-futbol
96732|ADSL|25MB|tv-familiar
96733|ADSL|15MB|tv-familiar
96734|ADSL|35MB|tv-futbol
96736|ADSL|10MB|tv-total
96737|ADSL|20MB|tv-futbol
96738|FIBRA|100MB|tv-familiar
96739|ADSL|20MB|tv-futbol
96740|ADSL|35MB|tv-futbol
96741|ADSL|25MB|tv-total
96742|FIBRA|200MB|tv-futbol
96743|FIBRA|200MB|tv-futbol
96744|ADSL|20MB|tv-total
96745|FIBRA|50MB|tv-total
96747|ADSL|25MB|tv-futbol
96748|ADSL|20MB|tv-futbol
96749|ADSL|15MB|tv-familiar
96750|ADSL|15MB|tv-familiar
96751|FIBRA|100MB|tv-futbol
96752|ADSL|25MB|tv-familiar
96753|FIBRA|100MB|tv-futbol
96754|FIBRA|300MB|tv-familiar
96755|FIBRA|50MB|tv-futbol
96757|FIBRA|200MB|tv-futbol
96758|FIBRA|300MB|tv-futbol
96759|ADSL|35MB|tv-familiar
96760|FIBRA|600MB|tv-futbol
96761|FIBRA|600MB|tv-familiar
96762|FIBRA|300MB|tv-total
96763|ADSL|25MB|tv-total
96764|FIBRA|200MB|tv-futbol
96765|ADSL|35MB|tv-futbol
96766|FIBRA|200MB|tv-futbol
96767|FIBRA|50MB|tv-futbol
96768|FIBRA|200MB|tv-familiar
96769|FIBRA|300MB|tv-familiar
96770|FIBRA|50MB|tv-futbol
96771|FIBRA|200MB|tv-familiar
96772|FIBRA|100MB|tv-futbol
96773|FIBRA|300MB|tv-futbol
96774|FIBRA|300MB|tv-familiar
96775|FIBRA|50MB|tv-futbol
96776|FIBRA|100MB|tv-total
96777|ADSL|10MB|tv-familiar
96778|ADSL|15MB|tv-familiar
96779|FIBRA|300MB|tv-futbol
96780|FIBRA|200MB|tv-futbol
96781|ADSL|35MB|tv-futbol
96782|ADSL|25MB|tv-familiar
96783|FIBRA|300MB|tv-futbol
96784|FIBRA|300MB|tv-total
96785|FIBRA|200MB|tv-futbol
96786|FIBRA|200MB|tv-familiar
96787|ADSL|10MB|tv-futbol
96788|FIBRA|100MB|tv-familiar
96789|FIBRA|50MB|tv-familiar
96790|FIBRA|100MB|tv-familiar
96791|ADSL|20MB|tv-familiar
96792|ADSL|10MB|tv-futbol
96793|ADSL|35MB|tv-total
96794|ADSL|20MB|tv-futbol
96795|FIBRA|50MB|tv-familiar
96796|FIBRA|200MB|tv-total
96797|ADSL|15MB|tv-futbol
96798|FIBRA|200MB|tv-futbol
96799|ADSL|25MB|tv-futbol
96800|ADSL|10MB|tv-familiar
96801|FIBRA|600MB|tv-total
96802|ADSL|30MB|tv-futbol
96803|FIBRA|100MB|tv-familiar
96804|FIBRA|600MB|tv-total
96805|ADSL|15MB|tv-familiar
96806|ADSL|20MB|tv-familiar
96807|ADSL|10MB|tv-futbol
96809|FIBRA|50MB|tv-futbol
96810|FIBRA|200MB|tv-total
96811|ADSL|35MB|tv-futbol
96812|ADSL|30MB|tv-futbol
96813|ADSL|30MB|tv-futbol
96814|ADSL|20MB|tv-futbol
96815|FIBRA|600MB|tv-futbol
96816|FIBRA|200MB|tv-familiar
96817|FIBRA|300MB|tv-familiar
96818|FIBRA|50MB|tv-familiar
96819|ADSL|20MB|tv-futbol
96820|FIBRA|200MB|tv-futbol
96821|FIBRA|50MB|tv-futbol
96822|ADSL|20MB|tv-futbol
96823|ADSL|10MB|tv-total
96824|ADSL|10MB|tv-total
96825|ADSL|25MB|tv-futbol
96826|FIBRA|200MB|tv-futbol
96827|FIBRA|50MB|tv-familiar
96828|FIBRA|600MB|tv-futbol
96829|FIBRA|600MB|tv-familiar
96830|ADSL|30MB|tv-futbol
96831|FIBRA|300MB|tv-total
96832|FIBRA|600MB|tv-familiar
96833|FIBRA|600MB|tv-total
96834|FIBRA|200MB|tv-familiar
96835|ADSL|25MB|tv-futbol
96836|ADSL|35MB|tv-total
96837|FIBRA|300MB|tv-futbol
96838|ADSL|15MB|tv-familiar
96839|FIBRA|200MB|tv-futbol
96840|ADSL|15MB|tv-futbol
96841|ADSL|15MB|tv-total
96842|FIBRA|50MB|tv-total
96843|ADSL|10MB|tv-total
96844|FIBRA|300MB|tv-total
96845|FIBRA|200MB|tv-familiar
96846|FIBRA|200MB|tv-familiar
96847|ADSL|30MB|tv-futbol
96848|ADSL|25MB|tv-futbol
96849|FIBRA|100MB|tv-familiar
96850|FIBRA|50MB|tv-futbol
96851|FIBRA|300MB|tv-familiar
96852|FIBRA|300MB|tv-total
96853|FIBRA|300MB|tv-total
96854|FIBRA|200MB|tv-futbol
96855|FIBRA|300MB|tv-familiar
96856|ADSL|30MB|tv-futbol
96857|ADSL|25MB|tv-familiar
96858|FIBRA|600MB|tv-familiar
96859|ADSL|10MB|tv-futbol
96860|ADSL|25MB|tv-futbol
96861|FIBRA|50MB|tv-futbol
96862|ADSL|30MB|tv-familiar
96863|ADSL|15MB|tv-futbol
96864|FIBRA|300MB|tv-futbol
96865|ADSL|35MB|tv-futbol
96867|ADSL|30MB|tv-futbol
96868|ADSL|20MB|tv-futbol
96869|FIBRA|100MB|tv-futbol
96871|ADSL|25MB|tv-familiar
96872|FIBRA|600MB|tv-futbol
96873|FIBRA|300MB|tv-futbol
96874|ADSL|10MB|tv-familiar
96875|ADSL|10MB|tv-familiar
96876|FIBRA|300MB|tv-familiar
96877|ADSL|20MB|tv-futbol
96878|ADSL|30MB|tv-familiar
96879|ADSL|35MB|tv-total
96880|FIBRA|600MB|tv-familiar
96881|FIBRA|50MB|tv-familiar
96882|ADSL|30MB|tv-futbol
96883|ADSL|15MB|tv-familiar
96884|FIBRA|600MB|tv-futbol
96885|FIBRA|300MB|tv-futbol
96886|FIBRA|300MB|tv-familiar
96887|FIBRA|50MB|tv-futbol
96888|FIBRA|50MB|tv-total
96889|ADSL|25MB|tv-futbol
96890|ADSL|30MB|tv-familiar
96891|ADSL|30MB|tv-familiar
96892|FIBRA|50MB|tv-futbol
96893|ADSL|10MB|tv-futbol
96894|ADSL|15MB|tv-futbol
96895|ADSL|30MB|tv-futbol
96896|FIBRA|100MB|tv-futbol
96897|ADSL|15MB|tv-familiar
96898|FIBRA|300MB|tv-total
96899|FIBRA|300MB|tv-familiar
96900|FIBRA|50MB|tv-familiar
96901|ADSL|10MB|tv-futbol
96902|ADSL|25MB|tv-futbol
96903|FIBRA|600MB|tv-familiar
96904|FIBRA|50MB|tv-futbol
96905|ADSL|15MB|tv-futbol
96906|ADSL|25MB|tv-futbol
96907|FIBRA|100MB|tv-familiar
96908|ADSL|25MB|tv-futbol
96909|FIBRA|300MB|tv-futbol
96910|FIBRA|200MB|tv-futbol
96911|ADSL|20MB|tv-familiar
96912|FIBRA|200MB|tv-futbol
96913|ADSL|30MB|tv-total
96914|ADSL|10MB|tv-familiar
96915|FIBRA|100MB|tv-familiar
96916|ADSL|35MB|tv-familiar
96917|ADSL|25MB|tv-futbol
96918|ADSL|25MB|tv-futbol
96919|ADSL|30MB|tv-familiar
96920|ADSL|25MB|tv-futbol
96921|ADSL|25MB|tv-familiar
96922|ADSL|15MB|tv-familiar
96923|ADSL|35MB|tv-futbol
96924|FIBRA|50MB|tv-futbol
96925|ADSL|15MB|tv-total
96927|FIBRA|300MB|tv-futbol
96928|FIBRA|50MB|tv-total
96929|FIBRA|100MB|tv-familiar
96930|ADSL|20MB|tv-futbol
96931|FIBRA|100MB|tv-total
96932|ADSL|30MB|tv-total
96933|FIBRA|300MB|tv-familiar
96935|FIBRA|300MB|tv-total
96936|FIBRA|600MB|tv-familiar
96937|FIBRA|200MB|tv-futbol
96938|FIBRA|600MB|tv-total
96939|FIBRA|300MB|tv-futbol
96940|FIBRA|50MB|tv-familiar
96941|ADSL|30MB|tv-futbol
96942|ADSL|15MB|tv-total
96943|ADSL|20MB|tv-familiar
96944|ADSL|30MB|tv-familiar
96945|FIBRA|600MB|tv-futbol
96946|FIBRA|600MB|tv-familiar
96947|ADSL|30MB|tv-futbol
96948|FIBRA|100MB|tv-futbol
96950|FIBRA|50MB|tv-familiar
96951|ADSL|25MB|tv-futbol
96952|ADSL|10MB|tv-futbol
96953|FIBRA|50MB|tv-futbol
96954|FIBRA|300MB|tv-familiar
96955|ADSL|25MB|tv-futbol
96956|ADSL|35MB|tv-total
96957|FIBRA|200MB|tv-futbol
96958|FIBRA|200MB|tv-futbol
96959|ADSL|25MB|tv-futbol
96960|FIBRA|200MB|tv-futbol
96961|ADSL|10MB|tv-familiar
96962|FIBRA|50MB|tv-familiar
96963|FIBRA|50MB|tv-futbol
96964|ADSL|30MB|tv-futbol
96965|ADSL|25MB|tv-total
96966|ADSL|35MB|tv-total
96967|FIBRA|200MB|tv-futbol
96968|ADSL|10MB|tv-total
96969|FIBRA|50MB|tv-familiar
96970|ADSL|35MB|tv-futbol
96971|FIBRA|200MB|tv-futbol
96972|FIBRA|50MB|tv-familiar
96973|ADSL|35MB|tv-futbol
96974|FIBRA|200MB|tv-familiar
96975|ADSL|20MB|tv-familiar
96976|FIBRA|600MB|tv-futbol
96977|ADSL|10MB|tv-familiar
96978|FIBRA|200MB|tv-futbol
96979|FIBRA|100MB|tv-familiar
96980|ADSL|20MB|tv-futbol
96981|ADSL|10MB|tv-familiar
96982|FIBRA|100MB|tv-futbol
96983|ADSL|15MB|tv-familiar
96984|ADSL|15MB|tv-futbol
96985|ADSL|20MB|tv-futbol
96986|FIBRA|200MB|tv-futbol
96987|ADSL|20MB|tv-futbol
96988|FIBRA|300MB|tv-futbol
96989|FIBRA|300MB|tv-total
96990|FIBRA|600MB|tv-futbol
96991|ADSL|15MB|tv-futbol
96992|ADSL|25MB|tv-familiar
96993|ADSL|20MB|tv-total
96994|FIBRA|100MB|tv-futbol
96996|FIBRA|100MB|tv-familiar
96998|ADSL|35MB|tv-futbol
96999|FIBRA|50MB|tv-futbol
97000|ADSL|10MB|tv-familiar
97001|FIBRA|600MB|tv-futbol
97002|FIBRA|200MB|tv-futbol
97004|ADSL|30MB|tv-futbol
97005|ADSL|25MB|tv-futbol
97006|ADSL|10MB|tv-familiar
97007|FIBRA|200MB|tv-total
97008|FIBRA|200MB|tv-familiar
97009|ADSL|30MB|tv-futbol
97010|ADSL|25MB|tv-familiar
97011|ADSL|10MB|tv-familiar
97012|FIBRA|200MB|tv-futbol
97013|ADSL|35MB|tv-futbol
97014|FIBRA|100MB|tv-futbol
97015|FIBRA|50MB|tv-familiar
97016|FIBRA|600MB|tv-futbol
97017|FIBRA|200MB|tv-familiar
97018|FIBRA|600MB|tv-futbol
97019|ADSL|30MB|tv-futbol
97020|FIBRA|100MB|tv-futbol
97021|ADSL|35MB|tv-familiar
97022|FIBRA|600MB|tv-familiar
97023|ADSL|35MB|tv-familiar
97024|FIBRA|600MB|tv-futbol
97025|FIBRA|300MB|tv-familiar
97026|FIBRA|300MB|tv-futbol
97027|ADSL|25MB|tv-futbol
97028|FIBRA|600MB|tv-familiar
97029|ADSL|10MB|tv-futbol
97030|ADSL|25MB|tv-total
97031|ADSL|25MB|tv-familiar
97033|FIBRA|600MB|tv-total
97034|ADSL|25MB|tv-futbol
97036|FIBRA|300MB|tv-familiar
97037|FIBRA|50MB|tv-futbol
97038|FIBRA|600MB|tv-futbol
97039|ADSL|20MB|tv-familiar
97040|ADSL|15MB|tv-futbol
97041|FIBRA|600MB|tv-familiar
97042|FIBRA|50MB|tv-familiar
97043|FIBRA|50MB|tv-futbol
97044|ADSL|20MB|tv-futbol
97045|FIBRA|300MB|tv-futbol
97046|ADSL|35MB|tv-futbol
97047|FIBRA|100MB|tv-futbol
97048|ADSL|10MB|tv-futbol
97049|FIBRA|600MB|tv-futbol
97050|ADSL|15MB|tv-familiar
97051|FIBRA|300MB|tv-familiar
97052|ADSL|30MB|tv-futbol
97053|FIBRA|600MB|tv-familiar
97054|FIBRA|50MB|tv-futbol
97055|ADSL|35MB|tv-futbol
97056|ADSL|15MB|tv-familiar
97057|ADSL|20MB|tv-familiar
97058|ADSL|25MB|tv-familiar
97059|FIBRA|100MB|tv-total
97060|ADSL|10MB|tv-total
97061|ADSL|10MB|tv-futbol
97062|FIBRA|100MB|tv-futbol
97063|FIBRA|300MB|tv-familiar
97064|FIBRA|600MB|tv-futbol
97065|ADSL|35MB|tv-familiar
97066|FIBRA|600MB|tv-futbol
97067|FIBRA|100MB|tv-futbol
97068|FIBRA|50MB|tv-futbol
97069|FIBRA|300MB|tv-total
97070|FIBRA|300MB|tv-futbol
97071|FIBRA|600MB|tv-futbol
97072|FIBRA|100MB|tv-futbol
97073|FIBRA|600MB|tv-familiar
97074|FIBRA|300MB|tv-futbol
97075|FIBRA|100MB|tv-familiar
97076|FIBRA|300MB|tv-familiar
97077|ADSL|30MB|tv-familiar
97078|FIBRA|600MB|tv-familiar
97079|FIBRA|600MB|tv-futbol
97080|ADSL|35MB|tv-familiar
97081|FIBRA|300MB|tv-futbol
97082|ADSL|30MB|tv-futbol
97083|FIBRA|100MB|tv-futbol
97084|ADSL|20MB|tv-total
97085|ADSL|25MB|tv-futbol
97086|FIBRA|200MB|tv-futbol
97087|ADSL|20MB|tv-futbol
97088|ADSL|10MB|tv-total
97089|ADSL|25MB|tv-futbol
97090|ADSL|30MB|tv-futbol
97091|FIBRA|300MB|tv-futbol
97092|ADSL|35MB|tv-futbol
97093|FIBRA|300MB|tv-familiar
97094|ADSL|10MB|tv-futbol
97095|FIBRA|600MB|tv-futbol
97096|FIBRA|200MB|tv-futbol
97097|ADSL|35MB|tv-futbol
97098|FIBRA|100MB|tv-futbol
97099|FIBRA|300MB|tv-total
97100|FIBRA|100MB|tv-futbol
97101|ADSL|10MB|tv-total
97102|ADSL|35MB|tv-futbol
97103|FIBRA|300MB|tv-familiar
97104|FIBRA|300MB|tv-familiar
97105|FIBRA|50MB|tv-familiar
97106|ADSL|30MB|tv-total
97107|FIBRA|600MB|tv-futbol
97108|ADSL|25MB|tv-total
97109|ADSL|25MB|tv-familiar
97110|FIBRA|200MB|tv-familiar
97111|FIBRA|50MB|tv-familiar
97112|FIBRA|600MB|tv-futbol
97113|ADSL|20MB|tv-total
97114|ADSL|30MB|tv-familiar
97115|FIBRA|300MB|tv-futbol
97116|ADSL|15MB|tv-futbol
97117|FIBRA|200MB|tv-futbol
97118|FIBRA|200MB|tv-futbol
97119|ADSL|20MB|tv-futbol
97120|ADSL|30MB|tv-familiar
97121|ADSL|10MB|tv-futbol
97122|FIBRA|600MB|tv-familiar
97123|ADSL|30MB|tv-futbol
97125|ADSL|35MB|tv-total
97126|ADSL|15MB|tv-familiar
97127|ADSL|25MB|tv-total
97128|FIBRA|50MB|tv-familiar
97129|FIBRA|50MB|tv-familiar
97130|ADSL|20MB|tv-total
97131|FIBRA|300MB|tv-familiar
97132|FIBRA|300MB|tv-total
97133|FIBRA|600MB|tv-futbol
97134|ADSL|35MB|tv-futbol
97135|FIBRA|50MB|tv-familiar
97136|FIBRA|100MB|tv-total
97137|FIBRA|200MB|tv-total
97138|FIBRA|600MB|tv-familiar
97139|FIBRA|200MB|tv-familiar
97140|ADSL|35MB|tv-familiar
97141|ADSL|10MB|tv-total
97142|FIBRA|100MB|tv-futbol
97143|FIBRA|300MB|tv-familiar
97144|FIBRA|100MB|tv-familiar
97145|FIBRA|200MB|tv-futbol
97146|ADSL|30MB|tv-futbol
97147|ADSL|15MB|tv-total
97148|ADSL|25MB|tv-familiar
97149|FIBRA|600MB|tv-futbol
97150|ADSL|20MB|tv-futbol
